market_id,sport,resolved_yes,momentum_1h,momentum_6h,momentum_24h,volatility_24h,efficiency_ratio,ripeness_hours
1906996,NBA,0,0.0,0.0,0.0,0.0,-0.6299692489968743,-1.0255563769094955
1838944,NBA,1,0.0,0.0,0.0,0.0,-0.6323621047895674,-0.9730383878048645
1733042,Soccer,0,0.0,0.0,0.0,0.0,1.728097008009318,0.953254484606525
1752779,Soccer,0,0.0,0.0,0.0,0.0,-0.46576565422287636,1.045340280107835
